library_id,sample_id,generator,target_risk,observed_risk,risk_score_mean,risk_score_std,risk_gap,target_match,collision_observed,collision_run_count,accepted_run_count,verification_basis,evidence_granularity,quality_tier,operational_quality,diversity_score,nearest_neighbor_distance,quality_flag_text
slv1_11ea4a16da25a0c3,gmm_critical_20260818_0250,gmm,critical,critical,88.10966666666667,0.016743157806505253,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.888330783628672,0.586988511455586,0.08804827671833788,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_133736a769520943,lhs_high_20260815_0045,lhs,high,medium,47.714999999999996,0.06109828148156046,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8868522795061701,0.5441557622959888,0.08162336434439832,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_17995c9118e58a27,gmm_critical_20260817_0130,gmm,critical,high,53.56166666666667,0.9507556643708905,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8571970334098592,0.3118187072408243,0.046772806086123636,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_1900a0545228a024,cvae_critical_20260813_0042,cvae,critical,medium,48.01533333333333,1.1302797588797793,-2.0,False,False,0,3,direct_run_evidence,run_level,silver,0.8882499339632667,0.29380217300630745,0.044070325950946114,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_1c0732bad69e8283,cvae_critical_20260816_0099,cvae,critical,high,54.19166666666666,0.007505553499464052,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8886387037722402,0.1189032675168277,0.017835490127524153,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_1d0905d357177ff7,gmm_low_20260813_0012,gmm,low,low,24.410666666666668,0.8785672047904665,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.8966403524329104,0.7413833604885759,0.11120750407328638,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_1f553436da16dfd3,gmm_critical_20260816_0165,gmm,critical,critical,97.04,0.0,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8888888888888888,0.25120193082599623,0.03768028962389943,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_1fcb1457aed5ff74,gmm_high_20260813_0005,gmm,high,medium,44.718999999999994,0.08664294547163043,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9230378277435382,0.5749582815277867,0.086243742229168,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_20d5307e4f5c5937,gmm_critical_20260818_0120,gmm,critical,high,59.63233333333333,0.011590225767144172,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8885025480299841,0.4788133473217473,0.07182200209826209,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_21e559768aa1632d,cvae_high_20260815_0058,cvae,high,critical,78.16499999999999,0.028844410203711694,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8879274085487651,0.12136648105767335,0.018204972158651002,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_24d97c304de2cc31,cvae_low_20260813_0001,cvae,low,low,25.207666666666668,1.2082319037888931,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.8856515291329629,0.45568632665767433,0.06835294899865114,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_2744f6d896f226db,gmm_critical_20260818_0245,gmm,critical,high,57.68466666666668,0.05311622476544485,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8871183480633741,0.3486599064557013,0.05229898596835519,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_2a12c10f52930945,lhs_medium_20260813_0026,lhs,medium,medium,28.41333333333333,0.12383995047371875,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9217979275768019,0.6256388597019756,0.09384582895529635,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_2b32f0ed766bee15,gmm_high_20260815_0021,gmm,high,medium,46.154,0.07493997598077963,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8863908896895296,0.41525575029676637,0.062288362544514954,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_2cf0fc8d132f790b,lhs_medium_20260813_0041,lhs,medium,medium,30.77,0.587091985978347,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.906356193059981,0.7316933455748365,0.10975400183622547,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_2fe6688d1ac37385,cvae_high_20260816_0070,cvae,high,medium,44.294333333333334,0.029091808698211135,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8879191619322819,0.1449364304400597,0.021740464566008953,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_30788d7253e6e670,lhs_high_20260813_0077,lhs,high,medium,44.736,0.1158576713040603,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9220640035491239,0.5789121855712501,0.08683682783568751,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_308ede0d3751c2ae,cvae_high_20260816_0090,cvae,high,high,50.12733333333333,0.0652252507341558,0.0,True,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.886714713864417,0.1449364304400597,0.021740464566008953,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_3be7adc22ec58fb5,lhs_high_20260817_0022,lhs,high,critical,81.09066666666666,0.08545369116271667,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8860404325167983,0.44479938533215213,0.06671990779982281,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_413726db8ea31785,cvae_low_20260813_0115,cvae,low,low,23.761666666666667,0.33091590069583177,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9148953959027315,0.45568632665767433,0.06835294899865114,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_4219bd68710f043e,lhs_high_20260816_0066,lhs,high,high,74.156,0.14857657958103312,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8839363362361877,0.591539303407036,0.0887308955110554,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_4221d71e504eabd6,cvae_critical_20260818_0067,cvae,critical,critical,79.11666666666666,0.00750555349945995,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8886387037722402,0.14466073223970222,0.02169910983595533,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_422e122508be1e0c,lhs_critical_20260816_0065,lhs,critical,critical,87.396,0.7136056333858342,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8651020344426944,0.43891762981199567,0.06583764447179935,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_42f30898ff8f5f30,gmm_high_20260816_0025,gmm,high,medium,45.489,0.07538567503179766,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8863760330544957,0.498946681123002,0.0748420021684503,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_444f3840322072fc,lhs_high_20260813_0024,lhs,high,high,50.31866666666667,0.06903863652574324,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9236246380417344,0.5253948199382912,0.07880922299074367,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_4457ba10b378230e,lhs_high_20260816_0072,lhs,high,critical,77.34266666666666,0.011015141094571045,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8885217175190698,0.44479938533215213,0.06671990779982281,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_450eef9b500b0535,cvae_high_20260813_0067,cvae,high,medium,42.74,0.02511971337416194,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9250886021467872,0.39484459764360663,0.05922668964654099,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_480a7ee5c4203454,cvae_low_20260813_0034,cvae,low,low,24.413666666666668,0.4834297604961187,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9098116005760554,0.51960925314774,0.07794138797216099,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_48dd9a8f815d851f,cvae_high_20260813_0033,cvae,high,medium,45.74666666666667,0.4374669511326932,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9113436942215029,0.30263255376084364,0.04539488306412654,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_49b032568ba542e9,gmm_high_20260815_0105,gmm,high,medium,45.85933333333333,0.8686382062362513,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8599342820143471,0.6496177209774512,0.09744265814661768,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_4ad8816fb4ebd83e,lhs_critical_20260816_0254,lhs,critical,high,52.59900000000001,0.005567764362827893,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8887032967434613,0.3886124776980509,0.05829187165470764,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_4c4971f706e08122,gmm_high_20260815_0207,gmm,high,medium,47.162,0.02357965224510338,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8881029004807187,0.6667489948784268,0.10001234923176401,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_4f93eefba286db07,gmm_high_20260813_0049,gmm,high,medium,44.082,0.49665581643629264,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9093707320447161,0.7114255723226054,0.10671383584839081,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_5a4ecd6ab87f1fa1,lhs_high_20260817_0128,lhs,high,medium,49.29666666666666,0.04306197084822388,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8874534898606147,0.42502199417660724,0.06375329912649108,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_5f0896715ec8fcfd,lhs_low_20260813_0010,lhs,low,medium,25.866333333333333,0.11541808061708948,1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9220786565720229,0.9082542999037804,0.13623814498556705,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_6294f10d2c1aa706,lhs_critical_20260813_0101,lhs,critical,medium,48.967999999999996,1.42136694769507,-2.0,False,False,0,3,direct_run_evidence,run_level,silver,0.8785470276694235,0.6091013882117491,0.09136520823176236,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_629dfd75dd056718,lhs_medium_20260813_0110,lhs,medium,medium,32.588,0.15352849898308676,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9208083092931564,0.694526488290394,0.1041789732435591,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_62aa02f743035d61,cvae_high_20260815_0159,cvae,high,critical,87.86666666666666,5.514564926930624,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.7050700579912014,0.1977836538102834,0.02966754807154251,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_630c0849c6b43238,gmm_high_20260813_0079,gmm,high,critical,78.97833333333334,0.06627468093724276,1.0,False,True,3,3,direct_run_evidence,run_level,silver,0.9237167698946845,0.5072216776693738,0.07608325165040605,carla_version_not_recorded;collision_observed;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_653b4203511c7943,cvae_critical_20260816_0163,cvae,critical,critical,83.566,4.378808399553467,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.7429286089037733,0.10288697646056132,0.015433046469084197,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_657b91e046ab470e,cvae_critical_20260818_0165,cvae,critical,critical,89.45966666666668,0.035529330606319846,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8877045778686782,0.17603256670419973,0.026404885005629958,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_657c24cf48f79459,lhs_high_20260817_0164,lhs,high,medium,47.60866666666667,1.1434510629376897,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8507738534576325,0.4995144366621581,0.07492716549932371,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_71c7552a0e4a4fcf,cvae_critical_20260813_0030,cvae,critical,medium,46.976333333333336,0.8245619038818934,-2.0,False,False,0,3,direct_run_evidence,run_level,silver,0.8984405291298628,0.32085702662916943,0.04812855399437541,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_72564ecb00c26895,cvae_medium_20260813_0061,cvae,medium,medium,26.521333333333335,0.9443571005363033,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.8944473559080491,0.44301050299473427,0.06645157544921014,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_7384b1555ec55aa3,gmm_critical_20260816_0070,gmm,critical,critical,95.849,2.0031173205781054,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8221183115362853,0.35252109343320037,0.05287816401498006,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_74966ddcbc68fd0a,lhs_critical_20260817_0173,lhs,critical,high,53.32933333333333,0.0040414518843302685,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8887541738260779,0.3623742886323932,0.05435614329485897,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_774c42b7db6746f9,lhs_low_20260813_0128,lhs,low,low,24.474333333333334,0.011015141094571367,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9255587545561069,0.943689840607382,0.1415534760911073,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_777d03e9b6d9d313,lhs_critical_20260816_0150,lhs,critical,critical,79.28133333333334,0.08491368166163953,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8860584328335008,0.37485948572766936,0.056228922859150404,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_7faf61a9f08f21be,gmm_critical_20260813_0004,gmm,critical,critical,85.42566666666666,0.012662279942147121,0.0,True,True,3,3,direct_run_evidence,run_level,silver,0.9255038499278543,0.20869914691788247,0.03130487203768237,carla_version_not_recorded;collision_observed;historical_runtime_paths;low_relative_diversity;realism_not_assessed
slv1_8243682bebcc4a6b,lhs_low_20260813_0077,lhs,low,low,24.584666666666667,0.4786902269039276,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9099695850291284,0.7030207061857257,0.10545310592785884,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_867466ca065e2827,cvae_critical_20260816_0217,cvae,critical,high,61.16766666666667,0.02482606157515348,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8880613535030504,0.14466073223970222,0.02169910983595533,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_8718d62c391c9a8f,cvae_high_20260813_0043,cvae,high,medium,40.77,0.775626843269367,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.900071697816947,0.39484459764360663,0.05922668964654099,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_883d996d33a65a8a,cvae_critical_20260817_0225,cvae,critical,critical,82.11333333333333,4.119394170667983,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.7515757498666228,0.07129776056055238,0.010694664084082857,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_8aa5d1977cea7d2d,gmm_critical_20260818_0137,gmm,critical,critical,80.812,0.006928203230267567,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8886579487812133,0.41565552715245474,0.06234832907286821,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_8adb4345dc4b5228,cvae_high_20260817_0158,cvae,high,high,50.605,0.0017320508075689429,0.0,True,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.88883115386197,0.10166910991566913,0.01525036648735037,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_92dc33177d2d152f,lhs_critical_20260813_0055,lhs,critical,high,50.272,0.31181244362597305,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9155321778050602,0.5554185316087978,0.08331277974131968,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_95e924ccafbd99f4,lhs_critical_20260813_0036,lhs,critical,high,52.37566666666667,0.04687572221665942,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9243634018520374,0.3617264676657666,0.054258970149864985,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_98f62985a779e4c1,gmm_critical_20260813_0072,gmm,critical,medium,46.531000000000006,0.1163486140871474,-2.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9220476387896878,0.3382545420521398,0.05073818130782096,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_9c60c9f768c4886d,gmm_critical_20260816_0112,gmm,critical,critical,85.76533333333333,0.012503332889005127,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.888472111125922,0.2795612873786049,0.04193419310679074,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_9ff9c7c74de57a14,gmm_critical_20260818_0193,gmm,critical,high,51.47266666666667,0.06278003929063107,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8867962209125345,0.3398676528431241,0.050980147926468614,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a084af20b0f45314,gmm_critical_20260818_0113,gmm,critical,high,56.38,0.04648655719667802,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8873393369823329,0.4538941637989044,0.06808412456983566,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a11a7018ae4de7a8,lhs_high_20260815_0058,lhs,high,medium,48.720333333333336,0.2863849390825777,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8793427242528029,0.42502199417660724,0.06375329912649108,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a165c4fa0e85b553,gmm_critical_20260816_0243,gmm,critical,critical,90.93266666666666,0.02797022226106349,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8879565481468535,0.3299207892603419,0.04948811838905128,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_a1dcda298bc91d41,lhs_critical_20260816_0144,lhs,critical,high,54.419333333333334,1.1581754328828313,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8502830411261278,0.38648761937595333,0.057973142906393,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a3a2a37c8e82fb6d,cvae_critical_20260816_0144,cvae,critical,high,53.465,0.07101408311032256,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8865217527852115,0.22424150704434515,0.03363622605665177,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a4f02ab38200c58c,cvae_critical_20260817_0115,cvae,critical,high,53.822,0.27208270801357465,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8798194652884365,0.11464547142886325,0.017196820714329486,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a6045c8f8cac0192,lhs_critical_20260816_0110,lhs,critical,high,51.937333333333335,0.030435724623102824,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8878743647347855,0.4797578179976206,0.07196367269964309,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a64f9ec9144cdad7,cvae_critical_20260816_0182,cvae,critical,high,53.26566666666667,0.03608785575970787,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8876859603635653,0.08622510918070826,0.01293376637710624,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a6d1a59ab5e0212d,lhs_high_20260815_0093,lhs,high,critical,80.819,0.010392304845413657,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8885424787273751,0.5276051101907695,0.07914076652861542,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a765f485ddf98e38,cvae_high_20260815_0112,cvae,high,medium,46.65933333333333,0.01123981020005765,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8885142285488868,0.17998539241686862,0.026997808862530292,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_aeae617a61a3b7a0,lhs_critical_20260816_0224,lhs,critical,critical,86.47266666666667,0.001154700538384765,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8888503988709427,0.3838734321306727,0.0575810148196009,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_b3c3586c4c510c44,gmm_critical_20260817_0094,gmm,critical,high,52.26733333333333,1.21651030958777,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8483385452359632,0.3101772744190467,0.046526591162857005,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_b46fb8cebd5db56c,gmm_critical_20260816_0201,gmm,critical,high,55.99066666666666,0.023028967265888413,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8881212566466926,0.3398676528431241,0.050980147926468614,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_b8f17894eafe6bd6,lhs_critical_20260818_0046,lhs,critical,critical,90.919,4.666969359230888,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.7333232435811926,0.43891762981199567,0.06583764447179935,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
